ID,Group,Feature_1,Feature_2,Feature_3
ID564,C,2495.248448119407,389.4422586312138,510.9105585534094
ID473,C,2838.9322677306654,412.41842356241426,219.63019610279434
ID461,A,2002.1701392080909,392.3312973368089,6720.099314032796
ID758,C,2960.177252602359,396.98217599601725,332.1071161953032
ID533,B,2645.1514285623325,381.2295331027333,7997.710380414679
ID629,A,2300.7476526886026,388.10226986625935,7739.950714370222
ID417,A,2779.7670904459674,397.65727243446696,8933.185519950272
ID296,B,2663.5103684302244,403.5046980068733,7928.64450479794
ID327,C,2131.854640788168,398.0423249424967,917.0249250284573
ID458,C,1942.2988838666724,421.75517035554094,789.7114287607187
ID329,B,2209.290931890878,367.06381548410604,6630.306048163769
ID420,B,2495.662561343316,395.56087175776446,7683.791216699832
ID752,B,2923.4028531774666,389.7061977755943,8765.995216509134
ID677,A,1754.3493740883382,415.09227011036756,5519.658450033539
ID486,B,2109.2216803753404,398.72076192367354,6674.020151191327
ID289,B,2493.697794142022,397.99786359119395,7425.363259393034
ID819,A,2413.276437493879,376.30488219920414,7468.098254187675
ID830,C,2558.286669596999,420.9107377817276,345.5749564058751
ID527,A,2545.554149355943,402.2492347497463,7790.084244117079
ID858,C,2352.117787317201,406.2563705248214,858.3700934638885
ID153,C,3013.1243987404137,393.7113876054036,-330.3388547126092
ID899,A,2345.093684587303,393.2891621640508,7869.6386901757205
ID246,A,3074.1679231150056,415.13493116252243,9439.017081098786
ID243,B,2461.0880653007507,424.1242260559102,7909.275610343185
ID570,B,2561.6134643176565,378.09461170616527,7687.387099783785
ID562,B,2102.2102192097786,419.41432535716103,6626.038441086766
ID478,A,2283.8757067458814,412.8533691574874,6988.2570893876755
ID663,A,3151.1182587895764,390.12331880220347,9892.023545491586
ID302,B,2463.7899682108236,398.99439164431976,7575.134814221538
ID617,C,2997.1720968163336,385.8278123640484,-210.51729926248254
ID591,B,2636.1892020298187,407.5902829073742,7902.589066475117
ID717,C,2539.0508798148367,417.6938289125938,294.0766039573241
ID500,B,2819.49293306933,409.9242447723182,7787.206527749317
ID645,B,3013.471132852458,417.7983917966743,8651.432317656505
ID531,C,2706.962436074431,366.375849387807,625.686950988299
ID190,C,2308.6461012718455,416.0640069001215,338.57961356324495
ID727,A,3041.3637691645313,402.2766267773017,9880.107709070915
ID876,C,2522.565708399677,388.17425659606914,644.5311583985076
ID248,A,2372.7916911621583,415.0885429398608,7743.156911519751
ID685,A,2176.565063160183,398.1511890881065,7429.271472088993
ID398,B,2734.3575113046372,397.1465427977547,7736.019633344172
ID691,C,2433.374391805569,408.81750593527505,196.15250742120838
ID847,C,2018.8556575042185,421.24565840514674,1059.6543016265111
ID895,A,2541.842237865423,389.6633139982129,8293.558748142887
ID501,C,2688.187079443102,372.7187488794358,644.2094787205124
ID714,B,2862.2779485026413,398.65452396698953,8999.442115426398
ID737,B,2499.6293395814005,392.51575091072465,6975.342257954417
ID594,A,1906.7307824337563,396.6605432711001,5955.752015423188
ID365,C,2562.488510626407,425.613693001839,520.0878220111113
ID427,C,2931.2395239760845,386.883343850367,393.99071619683764
ID782,C,2937.002883193335,407.218742017488,253.83228527421397
ID716,A,2348.8893548178758,386.31690254513273,7419.047946274459
ID344,A,2633.1833403019027,388.81595144590784,8709.446148173201
ID715,C,2416.992722056629,383.739551535944,-11.825304028938262
ID824,C,2511.9204757335933,392.8035987859777,325.6464334224056
ID144,B,2260.8518001577318,387.7388865867459,7165.664206863463
ID806,A,2439.757771122067,383.889858250294,7579.217464832949
ID263,A,2269.4418326402756,370.5790334343483,7443.876585289827
ID293,B,2279.1785031640047,409.2542725407718,7354.908188974603
ID832,A,2630.0024724801483,409.7193283122999,8316.30229228682
ID451,B,2294.3701044538925,417.00090435569814,7085.546008509411
ID776,C,2435.413777509615,382.45874071753724,226.991202323391
ID475,A,2841.950437862839,414.086180300292,9281.75040066899
ID238,C,2639.309823800983,427.12099423114535,288.89608507691855
ID456,C,2513.6867574602684,381.01897581809436,337.379094537132
ID553,A,2513.978800507168,426.87734188175824,7670.883087747113
ID833,A,2112.231403139583,413.59665632274266,6636.173728839001
ID671,A,2875.4441732433306,413.71463955819337,9059.131043477373
ID205,A,1902.8895314848946,412.31533837809394,6215.868317175307
ID140,C,2655.3023556039657,404.4865411207184,532.0089046815401
ID463,B,2695.416914760544,369.4039610902472,7434.193619597016
ID851,B,2595.84606266903,402.47248246830327,7648.116349650811
ID362,B,2355.866775930545,422.50613803154687,7573.930287602753
ID282,A,2498.689582176602,425.43530869791687,7825.860250734732
ID504,C,2927.621638555931,388.0723816816391,545.4199317154503
ID295,B,2447.5836344916006,403.22845761489356,6879.644269790768
ID637,C,2313.266772492969,395.8925093022923,756.7271070377551
ID877,B,1976.1920865730854,395.7208400548951,5867.740688563024
ID841,C,2179.706607737094,383.3608745905708,493.1398184498107
ID223,B,2589.110420322434,422.3846520265025,7373.493833097169
ID802,A,2414.791388178674,415.10591470833594,7532.1067120284215
ID245,C,2722.9116202494474,423.23515776093444,382.86806005737935
ID445,C,2320.739329484748,370.9459549090328,703.4587534021161
ID741,C,2644.19492997654,388.81051579799635,-138.96112229943355
ID299,A,3142.2300952361843,403.5639534772099,9670.967165851776
ID457,B,2648.797669485482,429.851027382013,8129.3653506493865
ID529,A,2336.430454995925,405.9619761940683,7531.662332445627
ID620,B,2606.6745155735225,370.1218599624225,7440.313950893017
ID183,A,2310.7658981716304,375.23467107700634,7860.686697052311
ID211,A,2366.710398767599,411.8691230487155,8404.018671199497
ID577,C,2827.407836958987,396.4186344135273,160.27976222537745
ID643,C,2214.965037824019,413.13631821779796,345.900696379721
ID568,C,2917.499494949007,400.3822837987445,-17.310280692939614
ID805,A,2588.1698768971482,377.8813135758127,8812.748982971421
ID672,B,2566.550520587517,390.6029970172676,7662.49789967401
ID342,C,2030.9388612307832,406.09256117397894,987.5385480062689
ID390,C,2488.0761489550655,403.92453590574576,714.6587060527713
ID648,C,3021.306931282968,407.0026702885117,487.86911052241885
ID891,B,2175.23233570101,388.22197355751143,6140.970367905791
ID229,C,2269.491341136909,409.17550987851115,853.2192415143927
ID470,A,2541.3180501049906,425.72324848631825,8351.994043304046
ID749,A,2721.2010829090327,379.2928441069509,8860.1021427592
ID113,B,2239.624684931726,379.6382421791354,6953.537366868988
ID661,A,2256.8524589056815,387.4509507680377,6962.801629443287
ID879,B,2468.3857169732387,378.0646457583545,7605.8875664312145
ID678,B,2332.8027027787157,380.85129586239736,6920.296217723033
ID615,A,2718.8967909890835,395.51731834239706,8681.426713350465
ID552,B,2890.182399123484,421.27116855870213,8046.050076739933
ID439,C,2447.817328817016,412.0221266995658,427.8667032579506
ID448,B,2479.1393698799557,405.5845529842798,7584.292456204819
ID859,A,2002.263774869064,398.51394008712987,6020.626772021535
ID150,B,2186.6154311275013,390.7733028371742,7069.5282098274765
ID601,C,2449.5048154044034,388.8890983842329,479.8616540375342
ID148,B,2565.8986845592226,402.701449468558,8190.663176820417
ID796,B,3044.692343385615,411.1549575440108,8467.601192940594
ID199,B,2118.574786011026,401.16280541356207,6655.815205886924
ID225,A,2419.153438970919,424.8698451502048,7292.64238782647
ID314,B,2495.2220612837727,408.35545572066457,7096.102939899882
ID120,C,2361.6844124702307,390.3067387032722,620.8735170918587
ID729,A,2716.8680852629786,403.7334018528087,8487.796646927703
ID709,A,2148.823960415519,370.0329804620212,6961.032419824102
ID372,C,2226.280846211148,432.8393074390975,750.4733244547256
ID510,C,2211.959637546968,419.0999526852042,287.3867507624459
ID449,A,2632.505882060458,408.10528212736006,8142.877121578804
ID679,B,2640.4855103237282,396.04825654164495,7891.645722192547
ID250,C,2230.8151235165506,385.6643739332743,488.2731034284934
ID703,A,2645.1926529900607,397.26388952085574,8725.746797832533
ID846,C,2996.514864074577,388.43588758007485,-479.2128586877898
ID886,A,2916.058550621776,411.6217504990302,9072.34086585393
ID235,B,2134.304219266283,399.79411371968035,7068.225666776549
ID890,C,2669.7443704677694,408.9336567632323,476.04356277795523
ID762,A,2190.7001827001422,403.6023243345235,7155.352338929927
ID786,C,2678.2029106492723,392.20705097612995,178.96442168243402
ID880,A,2169.305522744615,389.13182327965296,6991.692779562259
ID850,B,2407.129015782442,414.3225657566213,7488.531433892282
ID202,A,2601.7471498346576,432.45342694658655,7524.855513626033
ID520,A,2863.430884798679,378.7723243754662,9500.742009144113
ID881,A,2563.170136025002,412.03118021130376,8127.21601658134
ID237,A,2826.2038932238675,410.0895580217769,9065.821294128944
ID700,A,2749.974471706892,404.6516135732624,8386.526539384613
ID517,C,2499.070595541808,404.80298510397046,108.74673397309243
ID109,B,2752.639876485281,424.14418066941533,7806.358259601464
ID326,B,2846.37807213871,379.9809320250546,8333.712233175005
ID436,C,2797.2554906340347,428.0348434525022,199.14872558968864
ID760,A,2778.812419966018,385.31372296718104,9246.305479289324
ID252,B,2182.6019755242496,415.3152423413585,7054.5338719323745
ID821,A,2236.9945426216063,407.6106526337381,7015.738124263165
ID896,B,3023.231435733677,390.71462089765726,8481.998271463995
ID373,C,2894.624719933682,399.02491209663054,337.2654870054871
ID472,B,1890.0515171075938,390.58316871440843,6241.0448469382445
ID186,B,2235.111811880606,402.0034150258642,7103.154883653543
ID815,C,2421.2520865980746,397.7562559084054,555.0730201753945
ID719,A,2631.1135389584456,388.93514104632703,8432.688458839075
ID352,B,2420.7421499490188,378.1670670703824,7226.748094290242
ID826,C,2741.1016471213993,392.52045393636814,235.2682149677321
ID145,B,2170.0905366251577,401.1712636592369,6713.052105085186
ID680,B,2261.3216377932813,394.7111742901635,7066.2441542825645
ID756,C,2793.3903056154345,456.39336287522235,438.92084592091396
ID575,A,2827.47752728483,386.8758701272071,8916.864085988325
ID515,C,2779.797761611444,385.5586707244272,274.77036866284516
ID155,A,2935.837126902181,385.2378614766218,9684.808072309788
ID844,B,2891.7061086516314,412.62406541943767,8376.704222678154
ID491,C,2397.3452045668373,406.3986676948836,470.0221007305893
ID754,B,2392.4242017274637,409.3635724820954,7338.310833539538
ID561,C,2054.776162292823,395.0882680642324,657.0689340565789
ID423,A,2109.972033048715,411.94846291840736,7255.2265915313
ID389,C,2553.884141253044,408.97048920045984,410.3576099641464
ID684,C,2437.979576428919,405.99604874127476,551.9467738174269
ID480,C,2739.6332591715,411.40669410872863,529.0335344814262
ID188,C,2693.0314390440794,386.6574060064853,-165.35735852690868
ID800,A,2304.290157655311,393.809803493434,8114.635611284817
ID817,C,2625.0871063512136,417.6165973025905,879.7066565510158
ID781,B,2765.4111523162005,393.0126686856576,8094.275061747168
ID335,B,2998.03187236102,398.4682225368386,8193.940463674257
ID744,C,2624.605797092232,390.3612727312166,-78.31619350150277
ID339,B,2541.985894064534,408.45354642099915,7796.363456189107
ID868,A,2343.8695719903353,354.0649231257652,7539.930985922998
ID702,B,2269.9113935703394,397.06522000825134,7055.284567744715
ID579,A,2295.771453032148,419.2504701632923,7644.683101604435
ID135,A,3022.595620313599,410.0168315395544,9806.466582027073
ID750,C,2211.0405605983815,381.48910763630374,80.91977377707735
ID523,A,2273.534094605435,430.8166090348465,7078.972019093101
ID102,C,2430.843186921523,406.4103443066632,701.9391942822826
ID652,B,2759.7608331497368,416.5896139701516,7871.672220273765
ID633,C,2709.2936291216647,397.2993142204722,547.6156031160162
ID884,A,2488.4664037680304,425.4300817888535,7947.776398523605
ID321,C,2733.802880100931,384.8250314857393,-34.70708279638302
ID689,B,2081.0430289126703,412.89401954603613,6844.799623991492
ID549,A,2700.333028242547,391.63285706066193,8789.213581364638
ID474,C,2505.754875429686,415.9027488745876,552.7542664105981
ID430,B,2454.110701451865,374.16057761337385,7581.652073167304
ID340,B,2903.5870975128096,390.6393574350632,8142.805895234794
ID827,A,2402.7338524383076,405.8857139427876,7730.078264130001
ID705,B,2374.265225833495,418.3163309518305,7114.323700754264
ID865,C,2352.7467170936884,408.41742301605655,746.3306221646594
ID174,C,2636.6269599644647,380.79398598369795,755.5030596670085
ID131,C,2442.4190795976438,429.772496582286,502.6032635116701
ID639,C,2240.020837683155,409.3899661823759,707.2845383099886
ID267,B,2704.4669653527067,382.14115230559395,7554.466455381673
ID487,B,2645.0924303452684,413.1205462320076,7730.353955618281
ID512,B,2496.786677620485,402.3616726779472,7842.629652543179
ID492,A,1821.9739980295076,395.0977088019975,6380.568344827318
ID385,C,3029.566140634527,403.1160506920889,-665.8590627973658
ID499,C,2255.0640670103053,411.9263029935207,244.0593776786584
ID558,B,2566.997997120293,431.35533666041107,7049.902511055435
ID185,A,2831.418990310631,374.0840110290938,8929.87658889711
ID268,B,2447.151788349594,424.6342595027589,7181.888693989973
ID718,A,2032.742515796991,412.3186523426292,6773.255380427605
ID502,B,2508.1088460732394,390.393678588975,7309.8008474707985
ID236,A,2593.440158108673,427.47701430706115,8030.221953112793
ID167,C,2448.5001575068723,395.19630927965665,413.6867797880891
ID194,A,2654.2049117025194,402.10162197864076,8272.232794603693
ID165,A,2226.1566465338933,401.7679160624933,7140.139077385209
ID320,B,2638.8099864591154,419.73413796067956,8122.931140262373
ID726,C,2467.2274078519386,393.9699634401353,39.35440974293215
ID280,A,2394.6875533882167,418.089926475794,7830.182609160028
ID198,A,2406.660173240395,359.9592545435152,8046.6268785040575
ID592,C,2771.8663309217895,422.5350000302608,-305.5418812747803
ID369,C,2751.3194334210643,399.4957509708408,555.2890733666441
ID712,B,2156.36501151461,417.42877493304496,7352.683160241066
ID124,A,2237.5693910289347,398.4307578292288,6978.692036151681
ID253,C,2566.1791204507394,399.1907691083911,426.8039982491259
ID129,B,2589.0022858128677,411.4020929818216,8065.922008294199
ID606,C,2492.3832097634927,426.66166366289355,395.65203435733565
ID331,C,2173.725882370284,374.76712455241864,1204.644498323639
ID885,C,2348.061202042094,385.06024455099777,1314.7414825073995
ID632,A,2276.257671271817,398.8146256523655,6871.414770406178
ID743,C,2656.5860643404535,396.95855982771633,170.02425396336503
ID761,A,2450.4981791507844,391.93955647171975,8081.220359754989
ID349,B,2824.1380532006547,397.4800755382181,7981.3648443724815
ID378,C,2402.8271037138575,403.43183739538483,83.05437106591171
ID438,B,2503.164389749217,405.9835828583239,7241.539051799042
ID306,C,2575.701402169768,385.24432219703635,288.27907875536766
ID550,B,2562.776959473322,417.13086955528905,8331.016266115967
ID566,C,2371.3225105184933,400.51091779263095,421.38110139035734
ID386,A,2553.4134629332075,415.7412361385561,8005.330239003827
ID735,C,2705.003964121438,415.97453486681127,783.9516548196334
ID471,C,2463.4795290552984,391.2361011640825,817.103885194043
ID690,B,2259.0964139231232,388.58150658886876,6939.98700164402
ID813,A,2825.660038124461,406.86036585247086,9242.775963789358
ID104,A,2036.280020485767,396.6043161174164,6777.376554171751
ID206,B,2771.376759879801,385.5698752683181,8233.279505798648
ID511,B,2770.540421410985,399.3496877242543,8220.970654528632
ID151,A,2435.4198247240147,391.16420956798765,8040.386595616734
ID387,C,2822.0714289077678,422.0334191584255,-232.05768969488463
ID738,A,2471.9676750499984,398.2479291404219,7819.3751291144345
ID111,A,2572.10386984609,388.6926611955699,8518.472694866065
ID288,B,2367.465763427965,405.74496165476063,7069.085574476886
ID273,B,2440.5199967864196,384.44909940869064,7712.654091735791
ID409,A,2858.0526816928113,376.9465918132433,8881.6225967065
ID426,C,1963.475827841793,401.94437316441696,1160.2671949604965
ID396,B,2579.5457944784166,398.72490419639666,7875.88332540239
ID634,B,2446.0932846424253,408.1897219876174,7630.549975874602
ID746,A,2230.7405886685538,419.66393235654385,7488.114128235324
ID775,B,2880.887160381645,408.1709991752099,8618.65502435726
ID657,A,2084.6439192634325,406.69114522925145,6981.301812168263
ID882,C,2392.205400806315,398.54912600582827,504.2288399381396
ID130,C,1929.6576969559796,405.6826302351867,775.185508591376
ID872,C,2543.065936908913,383.04352679645154,887.2615289750461
ID628,A,2492.4570170670668,419.13356251760456,8255.548011509822
ID164,A,2670.731823603991,386.55450077373644,8871.079577152297
ID494,A,2280.392559324099,395.22724171512596,6774.738638288312
ID674,A,2329.202218989127,399.39977493409714,7567.896476708194
ID189,B,2784.2675499883867,398.8498123935971,8038.460674945836
ID668,A,2345.909282734528,400.7125419376302,7159.020624304454
ID567,A,2497.344644216924,389.26847628854034,8464.044576681903
ID699,B,2770.5710097707456,419.9717921745538,7809.61047701184
ID870,B,1648.9171055347156,415.46678778696514,6127.593120807198
ID490,C,2316.8046853823034,409.3324181489427,742.9389363055905
ID495,B,1955.9674938018313,385.12059004611564,6459.839405327808
ID525,A,2954.4798118420053,394.27817555317813,9343.841714730037
ID839,C,2468.2026272035264,396.8293213702506,449.04383165753325
ID401,B,2327.4766874392703,399.4032722022806,7140.372856581733
ID535,C,2305.486349032085,384.41267102846956,-183.58886276480416
ID739,B,2101.0813106532214,392.4364472881208,6727.534203204856
ID829,A,2513.264648193795,399.4441046536259,7983.125362679288
ID612,B,2508.06314185097,375.0200838585296,7403.959368740476
ID356,A,2091.470834607718,394.1852911675514,7122.1783729910185
ID118,A,1883.1814803970774,394.3729090806728,6312.311015770552
ID742,A,2095.535190981368,397.26071305453956,7060.632405027494
ID260,B,2941.1820119955582,401.01146452475757,7891.148507158892
ID460,A,2260.5143738619836,399.7859578950727,7937.434336350121
ID315,C,2974.006113565581,399.74186448883245,-177.16410188415603
ID483,B,2139.5090317383833,401.04216072514373,6383.264226404954
ID605,A,1905.9540286616661,406.8178204919356,6144.75195854414
ID162,C,2567.3462717393572,407.1778565166942,74.45718108479741
ID780,B,2224.9151799385463,387.7571945910939,7361.021940847446
ID708,A,2595.593415056538,377.3697235348878,8164.257278698902
ID361,B,2073.096559058055,401.7369690100926,7066.373270068641
ID759,B,2217.017324510786,407.07142133596653,6668.817562696069
ID820,B,2628.786400411313,410.1887694431439,7996.488795052443
ID736,C,2351.9613080060017,398.7673571413346,726.6955113806775
ID748,A,2317.411875639754,425.2484351168954,7170.6629222717265
ID650,B,3014.4111578218362,398.18877386807856,8781.275309951416
ID777,C,2476.06681486904,404.6451988213665,494.84078780699247
ID644,A,2577.828773812209,401.9832303984397,7861.994754746534
ID816,A,2280.786774901233,393.5994931928031,7014.94440136817
ID497,B,2216.606248541707,418.588288995512,6905.846706858919
ID425,B,3072.3043676151424,384.7269114727904,8665.465913716977
ID437,A,2208.681521622998,391.22739953104474,7216.102736220157
ID122,B,2301.757019008434,399.386046706081,6997.77396716348
ID192,A,2380.7434371037452,426.97182254484085,7596.079824248978
ID522,B,2307.8428975600314,415.6040740157419,7306.749845888283
ID197,C,2547.2368779530584,405.6821282446151,-68.5036768807704
ID428,C,2313.174657754665,414.6877538356849,-9.434704970036364
ID843,B,2760.875005598231,428.7753984746512,8132.433786004294
ID466,B,2996.288899355592,415.4424271798491,8514.61888270088
ID358,B,2828.783129141176,405.94960743515014,7734.627731453674
ID429,C,2557.9188283532476,403.40906193579633,712.5220220539054
ID277,B,2607.601970348193,395.30968716155405,7735.913726847349
ID133,B,2423.0240712045083,404.18480390769406,7671.043957456086
ID159,A,2738.4635628553046,375.4200622465626,9079.60812059264
ID818,C,2466.9081513254473,382.17915897026035,1050.1492358297464
ID247,A,2388.4554973005197,420.6558472850469,7589.693109009841
ID518,B,2208.660822619519,422.09187387988715,7329.5018043744985
ID728,A,2388.8153245267654,413.07363939744,7681.248536834333
ID177,B,2216.904513487123,405.1080852612481,7255.50963697442
ID539,A,2200.3795445183932,380.0817541806167,6950.982317231388
ID835,B,2090.534162693353,388.9353914694634,6749.247111364881
ID317,A,2937.943146375277,417.7428117938278,8766.300106160565
ID258,B,2239.430445067953,410.69854019050945,7549.978247282219
ID855,B,2160.0380175347677,402.1424904947093,7262.631648999899
ID900,A,2694.252731768967,400.2162936464616,8684.462067450891
ID239,A,2399.2676194324827,397.242892314385,7984.8237488270715
ID169,A,2553.768565905524,401.826569786389,7674.2610706734595
ID740,A,2046.8630264220142,388.8055871405199,6455.683345385505
ID137,A,2428.603284914609,398.17641995543994,7668.583787463327
ID765,A,2939.988372354515,402.8487791401165,9821.020631020432
ID862,C,2849.8684577859494,399.7600280005724,-156.61986946986144
ID419,B,2657.963544051972,376.04298684269423,7942.898518821888
ID221,C,2195.583593980664,400.5234732823774,951.5134944556962
ID391,A,1698.8018865792976,388.4263115916536,6326.400300978167
ID218,A,3058.510284355857,398.01577786325,9663.095883562248
ID112,A,2411.8463077061633,413.01040703358916,7743.707177349255
ID596,A,2596.4767417248468,413.7510778542574,8327.353690856784
ID175,A,2512.2325007950985,385.93203790785395,8128.540241338553
ID123,A,2863.639703182279,384.9406755698838,9009.231130406846
ID447,B,2700.997860623854,407.17447032712056,7738.5634587496925
ID411,A,2414.987047245745,409.4523593536546,8071.894692915891
ID184,A,2556.860532279284,402.5250136139994,7967.584278570984
ID364,A,2388.0082572480455,387.19060308398036,7529.68710292631
ID600,B,2240.4838098212995,414.5175054019453,7041.812326260266
ID528,C,2807.0986705779037,418.14837761171907,286.8473368942391
ID379,A,1890.8610247058368,399.588298554087,5779.402269918921
